":START_ID",":END_ID"
"58eda1fa-f2ec-4098-9831-382408f2b37d","6375593e-4fc5-4710-ab6f-98fd24ad8251"
"78173ac4-6a88-4fd0-a4bd-e2df9481f8ea","af464ff5-35af-4241-8d12-88be52037cf1"
"e8755346-0713-4092-874a-1b9ba24a86c6","86577eb8-945a-4bad-8b00-4f6df9433199"
"ccafc4c2-6d7e-47c6-b159-1031d109b8d2","fdedab6d-fe9c-41d2-b077-212bf0c075d6"
"e01ae3a3-7c2a-4774-9ffd-ed1346e6f610","5e640946-0f2a-4d8f-aa7a-64de28b700d2"
"e5f19162-95b6-4924-984f-48c570268903","936a3617-b12c-48e3-903c-af25bea74f01"
"c91231cd-2002-4af6-b56e-52d2cf347849","1bd9170e-4552-4a80-ba4a-769243debf4f"
"77240777-a23e-4a76-90e4-c93a53949495","1c2f126a-d38f-4c63-b42b-76e395a60e1f"
"fd38d8ec-26a9-4993-8d97-95d546090bbb","15bcde73-1272-43df-a992-042c5b27b5df"
"e1c7e568-2934-4023-88cd-ff2ca0e11363","c1f9a079-b860-458d-b3b8-704d5c7a87d1"
"1f20e9ec-9323-4d44-b1ba-0cfd06fd76be","40bcdd9f-09a2-4456-99df-16525e093b06"
"98dc9baa-b293-4ce7-be5a-9fcd4360582d","88d9a5ae-d637-4518-a692-82dfc67e2a54"
"a080cad2-18bc-4c78-8a15-e0d3eaf533ff","5f231529-3f62-419f-b75d-ed896b773094"
"40048824-4761-45c8-9098-96eaa72d63f5","26325758-3b25-4903-ab1a-8fa7f042f7a9"
"e6d84258-4619-4743-b260-0373dbde6e0a","e875ac7d-b3a3-443f-ad1f-66c2cde8f43f"
"492e1347-90d7-4877-97c8-63ac5bf3685d","4d2b8455-782b-46c5-8de8-e190a038b6f4"
"07f1be6e-442d-42fa-99f0-4eb8a484e1f8","17b686f4-89b5-4a58-826a-d62fad4d8cce"
"7e0d6a49-103a-4fed-8184-d4cdf1f977cd","09a6f558-8790-4768-95a9-fa4e20338bc6"
"9d0c192f-7d63-48c3-8c11-92ee4951f50e","bfeb6a46-2cbf-41eb-9bf0-b3000edb0d17"
"cf70cf64-cea8-48bc-b6d6-8df45d388373","a559a44e-f859-4081-8d9f-640976e7d7b8"
"1c2c8ed7-665f-46e4-8087-99ccd2993c8f","66e0a750-e389-45c0-b61c-092e5bbfffdd"
"a6f1deda-b748-47c5-a522-dbdf9b082b68","f5cdae88-4f90-4aba-8c2e-5ac4f913ca1f"
"d4ff1810-cc34-4a5a-a86c-134a451dcfe1","a70e7d5b-1c08-4705-ac45-c61927bf9585"
"5ef26f5e-3685-4918-ad8a-59f3382f018c","766313d2-29e6-4b36-b2c6-890cb95e2053"
"da38aaf0-61fb-4d0a-b647-9dee9a285671","15ce3876-c659-4884-b54c-6e593edab71e"
"b6ab7254-1251-4739-ae0d-8a6c4bfd4576","575bc6a6-624f-4821-affe-88ac96bee890"
"de4b6fff-b579-4134-a886-fb9f7fb8f79f","921476fe-c97a-4e62-b2b6-c263b4e23c77"
