"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"text","DSDECOD","BiomedicalConceptProperty","79e01c2c-b0e2-40ee-851f-227b2a138bf8","BiomedicalConceptProperty_116","True","True","DSDECOD"
"text","DSTERM","BiomedicalConceptProperty","b9e0791c-8e79-4a96-8724-47f44151904a","BiomedicalConceptProperty_117","True","True","DSTERM"
"datetime","DSSTDTC","BiomedicalConceptProperty","d57a588d-816a-46f8-b6f3-f789b720cf26","BiomedicalConceptProperty_118","True","True","DSSTDTC"
"string","Sex","BiomedicalConceptProperty","629ef226-1740-4757-b6df-7b73a6b3b3fc","BiomedicalConceptProperty_119","True","True","Sex"
"string","Race","BiomedicalConceptProperty","efec9182-de10-4755-956d-3861e5b1cf29","BiomedicalConceptProperty_120","True","True","Race"
"","VSTESTCD","BiomedicalConceptProperty","82371a06-2712-4f64-9299-f6fc296eabd5","BiomedicalConceptProperty_121","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","c896936b-64e3-4bb3-ab4a-cc563061304b","BiomedicalConceptProperty_122","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","6ff953cd-c2ae-4f55-a9de-30ef62a9da6a","BiomedicalConceptProperty_123","True","True","VSORRESU"
"","VSLOC","BiomedicalConceptProperty","f02e1eae-487e-42f2-9cc9-56dc1dabc275","BiomedicalConceptProperty_124","True","True","VSLOC"
"","VSTESTCD","BiomedicalConceptProperty","ee50213e-7e9e-471f-a5a9-bbff801ef998","BiomedicalConceptProperty_125","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","d46efe04-2cdb-49c8-a868-f61539e6f101","BiomedicalConceptProperty_126","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","7faa8ed8-84a1-45c2-9ae8-a95073ac6170","BiomedicalConceptProperty_127","True","True","VSORRESU"
"","VSTESTCD","BiomedicalConceptProperty","77bf0ad2-5d78-4ae8-b081-d882fcf1610a","BiomedicalConceptProperty_128","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","b6ac258a-2ad2-4788-9dfb-9e3370d4f017","BiomedicalConceptProperty_129","True","True","VSORRES"
