"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"text","DSDECOD","BiomedicalConceptProperty","b22cb070-420a-4ff0-b1bc-32715471e781","BiomedicalConceptProperty_116","True","True","DSDECOD"
"text","DSTERM","BiomedicalConceptProperty","ab0dc7ad-30ac-41c5-a105-9eb5a0b07c3f","BiomedicalConceptProperty_117","True","True","DSTERM"
"datetime","DSSTDTC","BiomedicalConceptProperty","e107ab48-b58d-410e-8c15-cb8270668022","BiomedicalConceptProperty_118","True","True","DSSTDTC"
"string","Sex","BiomedicalConceptProperty","544a69d6-8a0b-4d19-965c-0827f11ec65e","BiomedicalConceptProperty_119","True","True","Sex"
"string","Race","BiomedicalConceptProperty","88c4591f-75b2-414b-83eb-a37b1d862800","BiomedicalConceptProperty_120","True","True","Race"
"","VSTESTCD","BiomedicalConceptProperty","04676f8a-25f2-4bd4-823e-238fa189e7cb","BiomedicalConceptProperty_121","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","14fe0217-c829-4bdf-ac7a-a65f2f3c2c92","BiomedicalConceptProperty_122","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","ba5404dd-e277-4938-b511-2a9907ed3dfd","BiomedicalConceptProperty_123","True","True","VSORRESU"
"","VSLOC","BiomedicalConceptProperty","5f69042f-13f0-47d7-81c9-07251853bd57","BiomedicalConceptProperty_124","True","True","VSLOC"
"","VSTESTCD","BiomedicalConceptProperty","fd0b8ecd-5793-46a9-8558-1e4fd9bf790f","BiomedicalConceptProperty_125","True","True","VSTESTCD"
"float","VSORRES","BiomedicalConceptProperty","d0c8d291-f0ed-4839-8099-fce69c9c109a","BiomedicalConceptProperty_126","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","dc3cf2c8-2417-4996-8640-534f11a52fce","BiomedicalConceptProperty_127","True","True","VSORRESU"
