"label","instanceType","uuid:ID","id","description","name"
"Informed consent","Activity","41479af0-c3ae-484e-b8c4-630a84dd2218","Activity_1","","Informed consent"
"Inclusion and exclusion criteria","Activity","5ed0136e-be1d-440e-8876-7634ba40e4d8","Activity_2","","Inclusion/exclusion criteria"
"Patient number assigned","Activity","b9490cdf-bab4-4c5d-9bec-21cca09096fb","Activity_3","","Patient number assigned"
"Demographics","Activity","f209516c-eb58-4482-9191-f778d876e3f7","Activity_4","","Demographics"
"Hachinski Ischemic Scale","Activity","2f5c4c2a-9ab1-4a86-a651-94ee5891f010","Activity_5","","Hachinski"
"MMSE","Activity","7151aa8a-1a7f-4356-8fc1-efa2dbda1e91","Activity_6","","MMSE"
"Physical examination","Activity","941de0cd-8ade-4540-af67-d3fecd39d27d","Activity_7","","Physical examination"
"Medical history","Activity","59cf3607-62c7-41da-972b-02287efe10fb","Activity_8","","Medical history"
"Habits","Activity","78893be0-3cc2-492f-bb04-0b90020877ed","Activity_9","","Habits"
"Chest X-ray","Activity","49e777f0-2956-4f5b-ae57-f896fd8244d0","Activity_10","","Chest X-ray"
"Apo E genotyping","Activity","13f669b3-71ef-45ba-9ef3-ff0102f3ff57","Activity_11","","Apo E genotyping"
"Patient randomised","Activity","007e7f5d-8cf7-4fab-914e-a4a00cada3dd","Activity_12","","Patient randomised"
"Vital Signs and Temperature","Activity","9cbfee66-cc88-4611-bc81-3518b83df575","Activity_13","","Vital signs / Temperature"
"Ambulatory ECG placed","Activity","b9f926e7-ea17-4b1e-98a5-54c71c700cd1","Activity_14","","Ambulatory ECG placed"
"Ambulatory ECG removed","Activity","f33bbb44-c684-43ce-aeee-cefd2d0de084","Activity_15","","Ambulatory ECG removed"
"ECG","Activity","0081aa6e-cc05-42dc-94ae-4f7f4a28cfce","Activity_16","","ECG"
"Placebo TTS test","Activity","df1af136-6b3e-4019-8074-eb5c8cbae3fd","Activity_17","","Placebo TTS test"
"CT scan","Activity","97e17c29-a61a-4047-a7e8-9167dcf63d69","Activity_18","","CT scan"
"Concomitant medications","Activity","c90ea307-daa6-4860-9358-a9bfc1fb0be7","Activity_19","","Concomitant medications"
"Hematology","Activity","c2735c79-ce13-4998-8952-e7f7efbed9d1","Activity_20","","Hematology"
"Chemistry","Activity","35f48613-673d-4d22-b131-befc475585a0","Activity_21","","Chemistry"
"Uninalysis","Activity","40e8e0a0-56bb-46a1-a834-f3181f07a72d","Activity_22","","Uninalysis"
"Plasma Specimen (Xanomeline)","Activity","7fda0b5d-f6c1-4078-af68-371d895b5c84","Activity_23","","Plasma Specimen (Xanomeline)"
"Hemoglobin A1C","Activity","07fd864e-665b-4758-8abb-6b8563b53ba3","Activity_24","","Hemoglobin A1C"
"Study drug record , Medications dispensed, Medications returned","Activity","83211d01-e3d9-4a0f-9dec-fad1b06eec5c","Activity_25","","Study drug"
"TTS Acceptability Survey","Activity","c1b22254-f630-48f3-9263-46e77b5e4055","Activity_26","","TTS Acceptability Survey"
"ADAS-Cog","Activity","bb5f1e81-e7a2-4a53-8d72-15284fbef1ab","Activity_27","","ADAS-Cog"
"CIBIC+","Activity","45ec3ba4-334c-4913-b6ca-49cc3ba76b4b","Activity_28","","CIBIC+"
"DAD","Activity","c0f7b1fa-1090-4b71-95db-d2f09ef1d9b7","Activity_29","","DAD"
"NPI-X","Activity","89963fe5-923d-4b79-ae49-3b8321dd9ae7","Activity_30","","NPI-X"
"Adverse events","Activity","258dcca6-3ce5-4e79-9ed4-852c61765b0e","Activity_31","","Adverse events"
"Check adverse events","Activity","46d94aa6-028b-4e31-ac50-604f45fdac10","Activity_32","","Check adverse events"
"Subject supine","Activity","95f3fb3d-60c1-4e2d-8665-5c44060b5520","Activity_33","","Supine"
"Vital signs while supine","Activity","906ced2d-2b60-4c7f-84ba-cb9d635ef89e","Activity_34","","Vital Signs Supine"
"Subject Standing","Activity","71b55364-6ef4-4ec2-8e53-689677cd6fe3","Activity_35","","Stand"
"Vital signs while standing","Activity","572729ee-4687-4521-848d-f0b7bd3c4891","Activity_36","","Vital Signs Standing"
