"name","description","label","uuid:ID","instanceType","id"
"E1","Screening encounter","Screening 1","105bfc4f-94f2-4984-8f89-e08c8b22eef8","Encounter","Encounter_1"
"E2","Screening encounter - Ambulatory ECG Placement","Screening 2","411626dc-0274-453c-9d6b-f4a1a2c40ce9","Encounter","Encounter_2"
"E3","Baseline encounter - Ambulatory ECG Removal","Baseline","a7270e5e-fb29-4c0e-ba24-5815450fad56","Encounter","Encounter_3"
"E4","Day 14","Week 2","96d311de-4762-4296-b034-a99ab54cfdfd","Encounter","Encounter_4"
"E5","Day 28","Week 4","c4b3fba7-f98f-4236-9fc5-164f498382aa","Encounter","Encounter_5"
"E7","Day 42","Week 6","ae1b3dc0-c28d-432e-8cf5-27e640ffa4f5","Encounter","Encounter_6"
"E8","Day 56","Week 8","b1851f4d-aaa1-41eb-96f8-f2cbdeabd55e","Encounter","Encounter_7"
"E9","Day 84","Week 12","e8d56fb4-97ce-471b-ab18-d8052f773645","Encounter","Encounter_8"
"E10","Day 112","Week 16","1f4efde1-77da-4e82-b1e4-2843e795ab1c","Encounter","Encounter_9"
"E11","Day 140","Week 20","7d88d033-2649-4865-b580-08d4ffdec3a6","Encounter","Encounter_10"
"E12","Day 168","Week 24","f81235cc-22b3-48f2-b994-8a3a7cad8173","Encounter","Encounter_11"
"E13","Day 182","Week 26","582a3dad-8204-4979-88cf-07c80ae74f36","Encounter","Encounter_12"
